prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
HACR01,TSA,ENA,,PLN,Draba hispanica,PRJEB9424,"SAMEA3402038,SAMEA3402039,SAMEA3402040",,tissue_type: leaf,21555159,19744,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-07-21T00:00:00Z
HACS01,TSA,ENA,,PLN,Arabis verna,PRJEB9424,"SAMEA3402044,SAMEA3402045,SAMEA3402046",,"isolation_source: calcareous soil,tissue_type: leaf",20685471,19839,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-07-21T00:00:00Z
HACT01,TSA,ENA,,PLN,Aubrieta parviflora,PRJEB9424,"SAMEA3402034,SAMEA3402035,SAMEA3402036,SAMEA3402037",isolate: Banco de Germoplasma Vegetal-UPM:06/341/3800/3,tissue_type: leaf,20842881,18624,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-07-21T00:00:00Z
HACX01,TSA,ENA,,PLN,Salix viminalis x (Salix viminalis x Salix schwerinii),PRJEB10883,,,tissue_type: root tips and leaves,36271984,24421,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2015-10-31T00:00:00Z
HADB01,TSA,ENA,,PLN,Fagus sylvatica,PRJEB9548,,,isolation_source: natural forest,51462350,131668,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-01-05T00:00:00Z
HAGG01,TSA,ENA,,PLN,Geranium pyrenaicum,PRJEB18552,,,"dev_stage: 2 weeks old - two leaf stage,tissue_type: petiole (most apical cm)",153227628,168191,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-02-02T00:00:00Z
HAGH01,TSA,ENA,,PLN,Geranium robertianum,PRJEB18552,,,"dev_stage: 2 weeks old - 2 leaf stage,tissue_type: petiole (most apical cm)",180904609,300137,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2017-02-02T00:00:00Z
HAMM01,TSA,ENA,,PLN,Gmelina arborea,PRJEB27436,SAMEA5177651,,isolation_source: soil,10355213,19868,0,No,0,0,0,No,,,2019-09-07T00:00:00Z,2019-03-14T00:00:00Z
IAAX01,TSA,DDBJ,,PLN,Toxicodendron vernicifluum,PRJDB4873,SAMD00052758,,tissue_type: leaf,7068385,7304,0,No,0,0,0,No,,,2017-02-28T00:00:00Z,2017-02-28T00:00:00Z
IABG01,TSA,DDBJ,,PLN,Alkekengi officinarum var. franchetii,PRJDB4299,SAMD00042442,,"dev_stage: growing season before bearing fruit,tissue_type: leaves",65187731,75221,0,No,0,0,0,No,,,2016-08-06T00:00:00Z,2016-08-06T00:00:00Z
IABH01,TSA,DDBJ,,PLN,Physalis peruviana,PRJDB4299,SAMD00042443,,"dev_stage: growing season before bearing fruit,tissue_type: leaves",50676182,54513,0,No,0,0,0,No,,,2016-08-06T00:00:00Z,2016-08-06T00:00:00Z
IABW01,TSA,DDBJ,,PLN,Chrysanthemum x morifolium,PRJDB5498,"SAMD00073817,SAMD00073818,SAMD00073819,SAMD00073820",cultivar: Sei-Marine,,171432484,213204,0,No,0,0,0,No,,,2018-04-04T00:00:00Z,2018-04-04T00:00:00Z
IACD01,TSA,DDBJ,,PLN,Garcinia mangostana,PRJDB5091,"SAMD00057600,SAMD00057601,SAMD00057602,SAMD00057603,SAMD00057604,SAMD00057605,SAMD00057606,SAMD00057607,SAMD00057608,SAMD00057609,SAMD00057610,SAMD00057611,SAMD00066598,SAMD00066599,SAMD00066600,SAMD00066601,SAMD00066602,SAMD00066603,SAMD00066604,SAMD00066605,SAMD00066606,SAMD00066607,SAMD00066608,SAMD00066609,SAMD00066610,SAMD00066611,SAMD00066612,SAMD00066613,SAMD00066614,SAMD00066615,SAMD00066616,SAMD00066617,SAMD00066618,SAMD00066619,SAMD00066620,SAMD00066621",cultivar: Wanayasa,"dev_stage: mature fruit,tissue_type: mixture of aril and rind",90822801,183274,0,No,0,0,0,No,,,2019-07-26T00:00:00Z,2019-07-26T00:00:00Z
IACP01,TSA,DDBJ,,PLN,Ficus carica,PRJDB6367,"SAMD00093802,SAMD00093803,SAMD00093804",,tissue_type: latex,110159092,78277,0,No,0,0,0,No,,,2018-04-05T00:00:00Z,2018-04-05T00:00:00Z
IADP01,TSA,DDBJ,,PLN,Baccaurea motleyana,PRJDB7368,SAMD00136090,cultivar: Menteng merah,"dev_stage: Mature fruit,tissue_type: Aril",19675275,37077,0,No,0,0,0,No,,,2019-08-06T00:00:00Z,2018-11-14T00:00:00Z
IADQ01,TSA,DDBJ,,PLN,Nephelium lappaceum,PRJDB7348,SAMD00135883,cultivar: Binjai,"dev_stage: Mature fruit,tissue_type: Aril",39058626,36303,0,No,0,0,0,No,,,2019-08-06T00:00:00Z,2018-11-14T00:00:00Z
IADT01,TSA,DDBJ,,PLN,Spinacia oleracea,PRJDB3392,"SAMD00024060,SAMD00024061,SAMD00024062,SAMD00024063,SAMD00024064,SAMD00024065,SAMD00024066,SAMD00024067",strain: 03-009,tissue_type: whole aerial parts,66030647,189948,0,No,0,0,0,No,,,2019-07-05T00:00:00Z,2019-07-05T00:00:00Z
IADU01,TSA,DDBJ,,PLN,Aeginetia indica,PRJDB5395,SAMD00069581,,"tissue_type: mixture of flower\, seed and stem",526468533,434209,0,No,0,0,0,No,,,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z
IADV01,TSA,DDBJ,,PLN,Melampyrum roseum,PRJDB5395,"SAMD00069586,SAMD00069587",,"tissue_type: mixture of flower\, seed\, leaf and root",146339412,113462,0,No,0,0,0,No,,,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z
IADW01,TSA,DDBJ,,PLN,Orobanche minor,PRJDB5395,"SAMD00069578,SAMD00069579,SAMD00069580",,"tissue_type: mixture of stem\, flower bud\, flower and root",203401455,162318,0,No,0,0,0,No,,,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z
IADX01,TSA,DDBJ,,PLN,Phtheirospermum japonicum,PRJDB5395,SAMD00069585,,"tissue_type: mixture of flower seed\, leaf\, and root",103933020,80253,0,No,0,0,0,No,,,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z
IADY01,TSA,DDBJ,,PLN,Pedicularis keiskei,PRJDB5395,"SAMD00069582,SAMD00069583,SAMD00069584",,"tissue_type: mixture of leaf\, winter bud\, root\, and seed",160680821,131572,0,No,0,0,0,No,,,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z
ICPL01,TSA,DDBJ,,PLN,Striga hermonthica,PRJDB3897,"SAMD00031901,SAMD00031902,SAMD00174746,SAMD00174747,SAMD00174748",,"dev_stage: haustoria infecting rice roots (1\, 3 and 7 d),tissue_type: seeds\, seedlings\, haustoria",83926651,81559,0,No,0,0,0,No,,,2019-09-20T00:00:00Z,2019-09-20T00:00:00Z
GAQY01,TSA,GenBank,,PLN,Brassica oleracea var. capitata,PRJNA222582,SAMN02371508,"isolate: cold tolerance and cold susceptible lines,strain: 755-75\, male symbol-1","host: Brassica oleracea,isolation_source: leaf",56768614,57993,0,No,0,0,0,No,,,2014-11-20T00:00:00Z,2014-11-20T00:00:00Z
GARM01,TSA,GenBank,,PLN,Camellia sinensis var. sinensis,PRJNA178636,SAMN01797829,cultivar: Longjing 43,tissue_type: mature leaf,61902141,107820,0,No,0,0,0,No,,,2015-10-05T00:00:00Z,2015-10-05T00:00:00Z
GARR01,TSA,GenBank,,PLN,Isatis tinctoria,PRJNA231544,SAMN02442901,cultivar: SX,tissue_type: leaf and root,32381334,33238,0,No,0,0,0,No,,,2015-04-27T00:00:00Z,2015-04-27T00:00:00Z
GARX01,TSA,GenBank,,PLN,Silene latifolia,PRJNA233645,SAMN00783715,,dev_stage: flower buds,28651,21,18,Yes,0,0,0,No,,,2014-03-28T00:00:00Z,2014-03-28T00:00:00Z
GARZ01,TSA,GenBank,,PLN,Vicia faba,PRJNA225881,SAMN02401046,cultivar: Albus-4,"dev_stage: 7-day old seedling,tissue_type: root",15964747,17396,0,No,0,0,0,No,,,2014-11-03T00:00:00Z,2014-11-03T00:00:00Z
GASA01,TSA,GenBank,,PLN,Vicia faba,PRJNA225873,SAMN02401047,cultivar: BPL10-1 A2,"dev_stage: 7 day old seedling,tissue_type: root",14441948,16040,0,No,0,0,0,No,,,2014-11-03T00:00:00Z,2014-11-03T00:00:00Z
GASC01,TSA,GenBank,,PLN,Neolamarckia cadamba,PRJNA232616,SAMN02486576,,,44505169,55370,0,No,0,0,0,No,,,2014-06-02T00:00:00Z,2014-06-02T00:00:00Z
GASZ01,TSA,GenBank,,PLN,Noccaea caerulescens,PRJNA237055,SAMN02614408,,,24428570,23725,0,No,0,0,0,No,,,2014-07-08T00:00:00Z,2014-06-02T00:00:00Z
GATE01,TSA,GenBank,,PLN,Arachis hypogaea,PRJNA233534,SAMN02570118,cultivar: Baisha1016,,743513,1379,0,No,0,0,0,No,,,2014-03-26T00:00:00Z,2014-03-26T00:00:00Z
